time,status,count
11h 10,reversed,3
11h 10,denied,41
11h 11,refunded,1
11h 11,approved,423
11h 11,reversed,8
11h 11,denied,48
11h 12,reversed,5
11h 12,approved,345
11h 12,denied,51
11h 13,approved,397
11h 13,denied,43
11h 13,reversed,8
11h 13,refunded,2
11h 14,denied,37
11h 14,refunded,2
11h 14,approved,380
11h 14,reversed,2
11h 15,approved,377
11h 15,reversed,2
11h 15,denied,35
11h 15,refunded,1
11h 16,approved,346
11h 16,denied,43
11h 17,approved,333
11h 17,backend_reversed,1
11h 17,reversed,3
11h 17,denied,45
11h 18,reversed,3
11h 18,denied,47
11h 18,approved,404
11h 18,refunded,1
11h 19,approved,359
11h 19,reversed,1
11h 19,denied,25
11h 20,approved,337
11h 20,denied,36
11h 20,reversed,5
11h 20,failed,1
11h 21,approved,354
11h 21,refunded,1
11h 21,denied,43
11h 21,reversed,3
11h 22,denied,40
11h 22,approved,394
11h 22,reversed,1
11h 22,refunded,1
11h 23,denied,35
11h 23,approved,354
11h 23,refunded,1
11h 24,reversed,3
11h 24,approved,376
11h 24,refunded,3
11h 24,backend_reversed,2
11h 24,denied,42
11h 25,denied,55
11h 25,reversed,2
11h 25,approved,366
11h 26,denied,38
11h 26,approved,383
11h 26,refunded,1
11h 26,reversed,3
11h 27,backend_reversed,1
11h 27,refunded,1
11h 27,approved,355
11h 27,denied,41
11h 27,reversed,4
11h 28,reversed,3
11h 28,approved,399
11h 28,refunded,2
11h 28,backend_reversed,1
11h 28,denied,29
11h 29,denied,41
11h 29,refunded,1
11h 29,approved,394
11h 29,reversed,2
11h 30,denied,38
11h 30,reversed,1
11h 30,approved,360
11h 31,reversed,3
11h 31,denied,38
11h 31,approved,339
11h 32,denied,38
11h 32,reversed,2
11h 32,approved,372
11h 33,reversed,4
11h 33,denied,48
11h 33,approved,365
11h 34,denied,49
11h 34,reversed,3
11h 34,approved,373
11h 35,reversed,2
11h 35,denied,35
11h 35,approved,396
11h 36,approved,423
11h 36,denied,34
11h 36,reversed,1
11h 37,approved,379
11h 37,denied,41
11h 38,approved,374
11h 38,reversed,4
11h 38,denied,29
11h 38,refunded,2
11h 39,approved,376
11h 39,reversed,1
11h 39,refunded,1
11h 39,denied,42
11h 40,approved,372
11h 40,denied,43
11h 40,reversed,1
11h 41,approved,365
11h 41,denied,32
11h 41,reversed,1
11h 41,refunded,1
11h 42,refunded,1
11h 42,denied,25
11h 42,approved,393
11h 42,reversed,1
11h 43,approved,385
11h 43,denied,30
11h 44,denied,41
11h 44,refunded,1
11h 44,reversed,1
11h 44,approved,366
11h 45,denied,39
11h 45,approved,373
11h 45,refunded,1
11h 45,reversed,2
11h 46,reversed,2
11h 46,approved,355
11h 46,refunded,1
11h 46,denied,39
11h 47,refunded,2
11h 47,approved,378
11h 47,reversed,2
11h 47,denied,48
11h 48,approved,387
11h 48,denied,38
11h 48,reversed,1
11h 49,reversed,1
11h 49,denied,41
11h 49,approved,382
11h 50,reversed,4
11h 50,denied,49
11h 50,approved,389
11h 51,approved,342
11h 51,reversed,4
11h 51,denied,55
11h 52,approved,365
11h 52,denied,40
11h 52,reversed,2
11h 52,refunded,1
11h 53,denied,38
11h 53,reversed,1
11h 53,approved,400
11h 54,denied,39
11h 54,approved,339
11h 54,reversed,1
11h 55,reversed,3
11h 55,approved,389
11h 55,denied,40
11h 55,refunded,2
11h 55,backend_reversed,1
11h 56,approved,328
11h 56,reversed,2
11h 56,denied,40
11h 57,denied,40
11h 57,reversed,2
11h 57,approved,368
11h 58,reversed,3
11h 58,refunded,1
11h 58,denied,44
11h 58,approved,398
11h 59,approved,333
11h 59,denied,24
11h 59,reversed,3
12h 00,denied,35
12h 00,approved,327
12h 00,refunded,1
12h 00,reversed,2
12h 01,approved,350
12h 01,refunded,1
12h 01,denied,42
12h 01,reversed,3
12h 02,reversed,2
12h 02,denied,34
12h 02,approved,370
12h 03,approved,345
12h 03,denied,27
12h 03,refunded,1
12h 03,reversed,2
12h 04,approved,369
12h 04,refunded,1
12h 04,denied,33
12h 04,reversed,4
12h 05,denied,33
12h 05,approved,338
12h 06,approved,350
12h 06,denied,35
12h 06,reversed,4
12h 07,approved,137
12h 07,denied,15
12h 07,reversed,1
12h 07,processing,2
12h 07,backend_reversed,2
12h 08,denied,20
12h 08,reversed,3
12h 08,approved,225
12h 09,approved,513
12h 09,reversed,9
12h 09,refunded,1
12h 09,denied,41
12h 10,denied,41
12h 10,approved,371
12h 10,refunded,2
12h 10,reversed,4
12h 11,denied,30
12h 11,approved,326
12h 11,reversed,6
12h 12,approved,347
12h 12,reversed,3
12h 12,denied,20
12h 12,refunded,1
12h 13,refunded,1
12h 13,denied,37
12h 13,approved,337
12h 13,reversed,4
12h 14,approved,334
12h 14,denied,26
12h 15,approved,335
12h 15,denied,37
12h 15,reversed,2
12h 16,denied,38
12h 16,backend_reversed,1
12h 16,reversed,2
12h 16,approved,307
12h 17,reversed,5
12h 17,denied,39
12h 17,approved,329
12h 17,refunded,3
12h 18,denied,26
12h 18,reversed,1
12h 18,approved,335
12h 19,denied,25
12h 19,reversed,3
12h 19,approved,303
12h 20,approved,327
12h 20,denied,31
12h 20,reversed,2
12h 21,approved,324
12h 21,reversed,2
12h 21,denied,35
12h 22,denied,30
12h 22,refunded,1
12h 22,approved,281
12h 22,reversed,4
12h 23,reversed,4
12h 23,approved,300
12h 23,denied,26
12h 24,denied,29
12h 24,backend_reversed,1
12h 24,approved,298
12h 24,reversed,4
12h 25,denied,21
12h 25,approved,312
12h 25,refunded,1
12h 26,approved,298
12h 26,denied,40
12h 26,reversed,3
12h 27,approved,295
12h 27,reversed,1
12h 27,denied,32
12h 28,approved,313
12h 28,reversed,3
12h 28,denied,15
12h 29,approved,349
12h 29,denied,26
12h 29,reversed,3
12h 30,approved,289
12h 30,refunded,2
12h 30,denied,27
12h 30,reversed,1
12h 31,denied,27
12h 31,approved,301
12h 31,reversed,2
12h 32,refunded,2
12h 32,denied,18
12h 32,approved,265
12h 32,reversed,4
12h 33,denied,22
12h 33,reversed,2
12h 33,approved,308
12h 34,reversed,4
12h 34,denied,26
12h 34,backend_reversed,1
12h 34,approved,286
12h 35,approved,288
12h 35,refunded,4
12h 35,denied,19
12h 35,reversed,2
12h 36,refunded,1
12h 36,denied,27
12h 36,approved,265
12h 37,denied,31
12h 37,reversed,2
12h 37,refunded,1
12h 37,approved,277
12h 38,reversed,3
12h 38,approved,286
12h 38,denied,32
12h 39,reversed,2
12h 39,denied,26
12h 39,approved,315
12h 39,failed,1
12h 40,refunded,1
12h 40,approved,281
12h 40,denied,30
12h 40,failed,1
12h 40,reversed,4
12h 41,denied,27
12h 41,reversed,1
12h 41,approved,301
12h 42,refunded,1
12h 42,reversed,2
12h 42,approved,269
12h 42,denied,36
12h 43,approved,278
12h 43,denied,36
12h 43,reversed,3
12h 44,reversed,1
12h 44,denied,34
12h 44,approved,281
12h 45,approved,283
12h 45,denied,30
12h 45,reversed,3
12h 46,approved,292
12h 46,denied,24
12h 47,backend_reversed,1
12h 47,denied,20
12h 47,approved,272
12h 47,refunded,2
12h 48,reversed,1
12h 48,denied,31
12h 48,approved,303
12h 49,refunded,2
12h 49,denied,25
12h 49,approved,281
12h 50,refunded,1
12h 50,approved,248
12h 50,reversed,2
12h 50,denied,23
12h 51,denied,25
12h 51,approved,283
12h 51,reversed,3
12h 52,denied,22
12h 52,reversed,1
12h 52,backend_reversed,2
12h 52,approved,295
12h 52,refunded,1
12h 53,denied,32
12h 53,reversed,1
12h 53,approved,259
12h 53,refunded,1
12h 54,reversed,1
12h 54,approved,268
12h 54,denied,31
12h 55,denied,23
12h 55,approved,318
12h 56,denied,24
12h 56,approved,277
12h 56,reversed,2
12h 57,denied,29
12h 57,reversed,1
12h 57,backend_reversed,1
12h 57,approved,293
12h 58,approved,283
12h 58,denied,30
12h 58,refunded,2
12h 58,reversed,3
12h 59,denied,35
12h 59,refunded,1
12h 59,reversed,1
12h 59,approved,277
13h 00,approved,278
13h 00,denied,19
13h 01,reversed,1
13h 01,approved,271
13h 01,denied,30
13h 02,reversed,3
13h 02,denied,29
13h 02,refunded,1
13h 02,failed,1
13h 02,approved,291
13h 03,refunded,1
13h 03,approved,253
13h 03,denied,21
13h 04,refunded,2
13h 04,denied,31
13h 04,approved,265
13h 05,approved,289
13h 05,refunded,1
13h 05,reversed,1
13h 05,denied,24
13h 06,denied,28
13h 06,refunded,1
13h 06,reversed,2
13h 06,approved,303
13h 07,denied,25
13h 07,reversed,1
13h 07,approved,287
13h 08,denied,36
13h 08,approved,290
13h 08,reversed,2
13h 09,approved,272
13h 09,reversed,1
13h 09,denied,17
13h 10,denied,35
13h 10,backend_reversed,1
13h 10,approved,290
13h 11,refunded,1
13h 11,denied,23
13h 11,reversed,1
13h 11,approved,308
13h 12,denied,23
13h 12,approved,264
13h 12,reversed,2
13h 13,denied,27
13h 13,refunded,1
13h 13,approved,293
13h 13,reversed,1
13h 14,denied,26
13h 14,approved,278
13h 15,denied,30
13h 15,reversed,1
13h 15,approved,285
13h 16,approved,290
13h 16,denied,20
13h 16,reversed,1
13h 16,refunded,1
13h 17,reversed,3
13h 17,denied,27
13h 17,approved,288
13h 18,denied,28
13h 18,approved,253
13h 18,reversed,1
13h 19,reversed,6
13h 19,approved,284
13h 19,denied,38
13h 20,approved,278
13h 20,denied,27
13h 21,approved,294
13h 21,refunded,1
13h 21,reversed,1
13h 21,denied,32
13h 22,reversed,1
13h 22,approved,265
13h 22,denied,44
13h 22,backend_reversed,1
13h 23,refunded,1
13h 23,approved,264
13h 23,denied,24
13h 23,reversed,1
13h 24,reversed,2
13h 24,refunded,1
13h 24,approved,285
13h 24,denied,30
13h 25,approved,285
13h 25,refunded,1
13h 25,denied,34
13h 25,reversed,2
13h 26,reversed,1
13h 26,approved,281
13h 26,denied,47
13h 27,refunded,2
13h 27,approved,277
13h 27,denied,30
13h 28,approved,270
13h 28,reversed,1
13h 28,denied,27
13h 28,refunded,1
13h 29,denied,35
13h 29,approved,305
13h 29,reversed,2
13h 30,reversed,1
13h 30,denied,25
13h 30,approved,272
13h 31,denied,28
13h 31,approved,286
13h 31,reversed,1
13h 32,approved,286
13h 32,denied,25
13h 32,reversed,2
13h 32,refunded,1
13h 33,reversed,1
13h 33,approved,306
13h 33,denied,34
13h 34,denied,19
13h 34,reversed,5
13h 34,approved,271
13h 34,refunded,2
13h 35,denied,26
13h 35,reversed,1
13h 35,approved,282
13h 36,approved,284
13h 36,reversed,3
13h 36,denied,22
13h 37,reversed,1
13h 37,refunded,1
13h 37,approved,268
13h 37,denied,23
13h 38,reversed,2
13h 38,approved,270
13h 38,denied,22
13h 39,approved,272
13h 39,reversed,5
13h 39,denied,11
13h 40,reversed,2
13h 40,approved,269
13h 40,refunded,1
13h 40,denied,23
13h 41,approved,282
13h 41,denied,23
13h 41,reversed,5
13h 42,denied,25
13h 42,approved,272
13h 42,reversed,2
13h 43,denied,41
13h 43,reversed,2
13h 43,approved,270
13h 43,refunded,1
13h 44,denied,36
13h 44,refunded,2
13h 44,approved,305
13h 44,reversed,1
13h 45,refunded,1
13h 45,approved,322
13h 45,denied,40
13h 46,approved,294
13h 46,denied,26
13h 46,reversed,2
13h 46,refunded,1
13h 47,refunded,2
13h 47,denied,27
13h 47,approved,317
13h 48,approved,294
13h 48,reversed,1
13h 48,denied,36
13h 48,refunded,3
13h 49,denied,23
13h 49,reversed,1
13h 49,approved,317
13h 50,reversed,2
13h 50,approved,286
13h 50,refunded,1
13h 50,denied,29
13h 51,backend_reversed,1
13h 51,approved,306
13h 51,denied,25
13h 52,approved,305
13h 52,denied,35
13h 53,denied,20
13h 53,reversed,3
13h 53,approved,302
13h 54,reversed,3
13h 54,approved,299
13h 54,denied,29
13h 54,refunded,1
13h 55,approved,336
13h 55,denied,23
13h 55,reversed,5
13h 55,refunded,2
13h 56,reversed,3
13h 56,approved,308
13h 56,denied,25
13h 57,denied,33
13h 57,refunded,1
13h 57,approved,264
13h 58,refunded,2
13h 58,reversed,5
13h 58,approved,293
13h 58,denied,37
13h 59,backend_reversed,1
13h 59,approved,299
13h 59,reversed,1
13h 59,denied,37
14h 00,refunded,1
14h 00,approved,287
14h 00,denied,30
14h 00,reversed,1
14h 01,denied,35
14h 01,approved,297
14h 01,refunded,1
14h 01,reversed,1
14h 02,denied,25
14h 02,reversed,1
14h 02,approved,310
14h 03,denied,29
14h 03,backend_reversed,1
14h 03,approved,319
14h 03,reversed,1
14h 04,reversed,2
14h 04,approved,301
14h 04,denied,24
14h 05,reversed,3
14h 05,denied,34
14h 05,approved,288
14h 06,reversed,1
14h 06,approved,333
14h 06,denied,29
14h 07,approved,307
14h 07,denied,26
14h 07,reversed,2
14h 08,refunded,1
14h 08,denied,30
14h 08,approved,353
14h 09,approved,300
14h 09,denied,30
14h 09,reversed,1
14h 10,denied,31
14h 10,reversed,2
14h 10,approved,337
14h 10,refunded,1
14h 11,reversed,1
14h 11,refunded,2
14h 11,denied,41
14h 11,approved,328
14h 12,approved,301
14h 12,backend_reversed,1
14h 12,reversed,2
14h 12,denied,29
14h 13,approved,316
14h 13,denied,29
14h 13,reversed,2
14h 14,denied,35
14h 14,reversed,3
14h 14,approved,338
14h 15,denied,31
14h 15,reversed,2
14h 15,backend_reversed,1
14h 15,refunded,1
14h 15,approved,313
14h 16,reversed,3
14h 16,approved,309
14h 16,denied,25
14h 17,denied,34
14h 17,refunded,3
14h 17,approved,346
14h 18,approved,308
14h 18,reversed,2
14h 18,denied,33
14h 19,denied,32
14h 19,reversed,1
14h 19,backend_reversed,1
14h 19,approved,319
14h 20,denied,37
14h 20,approved,335
14h 21,approved,311
14h 21,denied,30
14h 22,approved,306
14h 22,reversed,3
14h 22,denied,37
14h 22,refunded,2
14h 23,denied,32
14h 23,reversed,1
14h 23,approved,351
14h 24,reversed,3
14h 24,denied,36
14h 24,refunded,2
14h 24,approved,314
14h 25,approved,359
14h 25,denied,30
14h 26,approved,318
14h 26,denied,24
14h 26,reversed,3
14h 27,denied,36
14h 27,approved,300
14h 27,reversed,2
14h 28,denied,29
14h 28,refunded,1
14h 28,approved,355
14h 28,reversed,2
14h 29,refunded,1
14h 29,approved,313
14h 29,denied,29
14h 30,denied,32
14h 30,reversed,6
14h 30,approved,320
14h 31,backend_reversed,1
14h 31,denied,40
14h 31,approved,319
14h 32,refunded,1
14h 32,reversed,4
14h 32,approved,314
14h 32,denied,24
14h 33,approved,291
14h 33,reversed,2
14h 33,denied,32
14h 33,refunded,1
14h 34,refunded,1
14h 34,approved,314
14h 34,reversed,2
14h 34,denied,20
14h 35,refunded,1
14h 35,approved,318
14h 35,denied,36
14h 35,reversed,4
14h 36,denied,38
14h 36,approved,325
14h 36,reversed,1
14h 36,refunded,2
14h 37,approved,349
14h 37,denied,38
14h 37,reversed,1
14h 38,backend_reversed,1
14h 38,denied,32
14h 38,reversed,2
14h 38,approved,323
14h 38,refunded,2
14h 39,approved,320
14h 39,refunded,3
14h 39,denied,37
14h 40,refunded,2
14h 40,approved,330
14h 40,denied,40
14h 40,reversed,2
14h 41,approved,325
14h 41,reversed,3
14h 41,denied,32
14h 42,reversed,1
14h 42,refunded,1
14h 42,denied,32
14h 42,approved,363
14h 43,reversed,4
14h 43,approved,382
14h 43,denied,31
14h 44,denied,37
14h 44,reversed,2
14h 44,approved,348
14h 45,denied,35
14h 45,refunded,1
14h 45,reversed,3
14h 45,approved,337
14h 46,approved,322
14h 46,denied,33
14h 46,reversed,3
14h 47,denied,26
14h 47,reversed,1
14h 47,approved,352
14h 48,approved,330
14h 48,denied,27
14h 48,reversed,2
14h 48,refunded,1
14h 49,approved,370
14h 49,denied,38
14h 49,reversed,1
14h 49,refunded,1
14h 50,approved,349
14h 50,reversed,1
14h 50,denied,26
14h 50,refunded,1
14h 51,denied,25
14h 51,approved,371
14h 51,refunded,1
14h 51,reversed,2
14h 52,refunded,3
14h 52,approved,363
14h 52,denied,20
14h 52,reversed,2
14h 53,approved,321
14h 53,refunded,2
14h 53,reversed,2
14h 53,denied,39
14h 54,refunded,1
14h 54,denied,27
14h 54,reversed,2
14h 54,approved,355
14h 55,approved,358
14h 55,reversed,1
14h 55,denied,46
14h 55,refunded,1
14h 56,denied,44
14h 56,reversed,4
14h 56,refunded,2
14h 56,approved,355
14h 57,denied,40
14h 57,approved,357
14h 57,reversed,1
14h 58,refunded,2
14h 58,denied,55
14h 58,approved,353
14h 58,reversed,2
14h 59,approved,342
14h 59,denied,40
14h 59,refunded,1
14h 59,reversed,2
15h 00,refunded,1
15h 00,approved,343
15h 00,denied,37
15h 00,reversed,2
15h 01,denied,38
15h 01,refunded,3
15h 01,approved,348
15h 01,backend_reversed,1
15h 01,reversed,2
15h 02,approved,358
15h 02,denied,47
15h 02,refunded,2
15h 02,reversed,1
15h 03,backend_reversed,1
15h 03,denied,45
15h 03,approved,346
15h 03,reversed,2
15h 04,approved,372
15h 04,denied,34
15h 04,refunded,1
15h 04,reversed,2
15h 05,approved,398
15h 05,reversed,3
15h 05,denied,32
15h 06,approved,361
15h 06,reversed,1
15h 06,denied,27
15h 06,backend_reversed,1
15h 07,reversed,4
15h 07,denied,37
15h 07,approved,374
15h 08,denied,40
15h 08,approved,344
15h 08,refunded,2
15h 08,reversed,2
15h 08,backend_reversed,1
15h 09,reversed,2
15h 09,denied,25
15h 09,approved,387
15h 10,denied,32
15h 10,approved,385
15h 11,approved,386
15h 11,refunded,1
15h 11,denied,27
15h 11,reversed,2
15h 12,denied,29
15h 12,refunded,1
15h 12,approved,398
15h 12,reversed,2
15h 13,approved,396
15h 13,denied,37
15h 13,reversed,1
15h 14,refunded,2
15h 14,approved,359
15h 14,reversed,1
15h 14,denied,31
15h 15,reversed,2
15h 15,denied,36
15h 15,refunded,1
15h 15,approved,377
15h 16,denied,39
15h 16,approved,388
15h 16,reversed,1
15h 16,refunded,2
15h 17,refunded,1
15h 17,reversed,1
15h 17,approved,366
15h 17,denied,36
15h 18,approved,361
15h 18,refunded,1
15h 18,reversed,3
15h 18,denied,36
15h 19,approved,385
15h 19,reversed,1
15h 19,denied,50
15h 20,approved,403
15h 20,denied,45
15h 20,reversed,4
15h 21,reversed,3
15h 21,denied,44
15h 21,approved,390
15h 22,reversed,2
15h 22,denied,40
15h 22,approved,415
15h 22,refunded,1
15h 22,backend_reversed,1
15h 23,reversed,1
15h 23,refunded,1
15h 23,denied,36
15h 23,approved,365
15h 23,backend_reversed,1
15h 24,denied,36
15h 24,approved,361
15h 25,reversed,1
15h 25,approved,380
15h 25,denied,41
15h 26,denied,42
15h 26,approved,385
15h 26,reversed,1
15h 27,reversed,1
15h 27,approved,386
15h 27,denied,34
15h 28,reversed,1
15h 28,denied,46
15h 28,approved,403
15h 29,refunded,1
15h 29,denied,40
15h 29,approved,405
15h 29,reversed,3
15h 30,denied,30
15h 30,approved,391
15h 30,reversed,1
15h 30,refunded,3
15h 31,backend_reversed,1
15h 31,approved,378
15h 31,denied,28
15h 31,refunded,1
15h 31,reversed,1
15h 32,denied,38
15h 32,approved,387
15h 32,reversed,3
15h 33,reversed,2
15h 33,approved,414
15h 33,denied,25
15h 33,backend_reversed,1
15h 34,approved,334
15h 34,denied,31
15h 34,reversed,1
15h 35,approved,400
15h 35,reversed,2
15h 35,denied,50
15h 36,denied,39
15h 36,backend_reversed,1
15h 36,approved,382
15h 36,reversed,5
15h 37,denied,45
15h 37,approved,416
15h 38,denied,46
15h 38,approved,417
15h 38,reversed,3
15h 39,approved,373
15h 39,denied,35
15h 39,reversed,1
15h 39,refunded,1
15h 40,reversed,1
15h 40,refunded,1
15h 40,approved,419
15h 40,denied,38
15h 41,approved,404
15h 41,denied,43
15h 41,reversed,1
15h 42,reversed,2
15h 42,denied,36
15h 42,approved,408
15h 42,refunded,1
15h 43,approved,429
15h 43,reversed,3
15h 43,denied,48
15h 44,refunded,1
15h 44,reversed,3
15h 44,denied,41
15h 44,approved,386
15h 45,denied,43
15h 45,approved,434
15h 46,denied,46
15h 46,reversed,1
15h 46,approved,408
15h 46,backend_reversed,1
15h 46,refunded,1
15h 47,approved,406
15h 47,reversed,2
15h 47,refunded,2
15h 47,denied,46
15h 48,approved,437
15h 48,denied,47
15h 48,reversed,2
15h 49,denied,45
15h 49,approved,399
15h 49,refunded,1
15h 49,reversed,1
15h 50,reversed,3
15h 50,approved,405
15h 50,denied,51
15h 51,denied,55
15h 51,approved,414
15h 51,reversed,3
15h 52,refunded,1
15h 52,approved,438
15h 52,denied,39
15h 53,approved,378
15h 53,reversed,4
15h 53,denied,39
15h 54,denied,44
15h 54,approved,403
15h 54,reversed,5
15h 55,refunded,2
15h 55,reversed,4
15h 55,approved,389
15h 55,denied,54
15h 56,backend_reversed,1
15h 56,denied,43
15h 56,approved,418
15h 56,reversed,3
15h 56,refunded,2
15h 57,reversed,4
15h 57,approved,393
15h 57,denied,41
15h 58,refunded,2
15h 58,denied,47
15h 58,reversed,4
15h 58,approved,428
15h 59,denied,41
15h 59,approved,392
15h 59,reversed,1
16h 00,reversed,2
16h 00,approved,418
16h 00,denied,42
16h 01,reversed,4
16h 01,approved,392
16h 01,denied,43
16h 01,backend_reversed,1
16h 02,reversed,2
16h 02,denied,39
16h 02,approved,424
16h 03,approved,428
16h 03,reversed,1
16h 03,denied,46
16h 03,refunded,2
16h 04,denied,39
16h 04,backend_reversed,1
16h 04,approved,439
16h 04,reversed,4
16h 05,denied,37
16h 05,refunded,1
16h 05,approved,421
16h 06,denied,49
16h 06,reversed,4
16h 06,approved,473
16h 06,refunded,1
16h 07,denied,40
16h 07,approved,471
16h 07,failed,1
16h 07,reversed,3
16h 07,refunded,5
16h 08,denied,46
16h 08,approved,450
16h 08,reversed,1
16h 08,failed,1
16h 08,backend_reversed,1
16h 09,refunded,3
16h 09,reversed,5
16h 09,approved,448
16h 09,denied,37
16h 10,reversed,4
16h 10,denied,42
16h 10,approved,427
16h 10,refunded,3
16h 11,approved,443
16h 11,reversed,2
16h 11,refunded,1
16h 11,denied,49
16h 12,approved,463
16h 12,reversed,7
16h 12,denied,53
16h 13,reversed,3
16h 13,approved,426
16h 13,denied,56
16h 14,approved,414
16h 14,reversed,2
16h 14,refunded,1
16h 14,denied,53
16h 14,failed,5
16h 15,refunded,1
16h 15,denied,53
16h 15,approved,412
16h 15,failed,5
16h 15,reversed,3
16h 16,approved,433
16h 16,denied,37
16h 16,failed,4
16h 16,reversed,1
16h 17,approved,448
16h 17,failed,8
16h 17,refunded,1
16h 17,denied,51
16h 17,reversed,1
16h 18,reversed,3
16h 18,failed,5
16h 18,refunded,3
16h 18,denied,35
16h 18,backend_reversed,1
16h 18,approved,402
16h 19,reversed,1
16h 19,approved,420
16h 19,refunded,1
16h 19,denied,48
16h 19,failed,5
16h 20,approved,435
16h 20,denied,53
16h 20,reversed,3
16h 20,failed,8
16h 21,approved,458
16h 21,denied,43
16h 21,reversed,3
16h 21,failed,7
16h 22,failed,2
16h 22,denied,56
16h 22,reversed,1
16h 22,refunded,2
16h 22,approved,411
16h 23,denied,105
16h 23,backend_reversed,1
16h 23,approved,406
16h 23,reversed,1
16h 23,failed,8
16h 24,approved,423
16h 24,failed,8
16h 24,denied,117
16h 24,refunded,2
16h 25,reversed,4
16h 25,failed,3
16h 25,approved,417
16h 25,denied,112
16h 25,refunded,1
16h 26,reversed,5
16h 26,approved,403
16h 26,backend_reversed,1
16h 26,denied,151
16h 26,failed,9
16h 27,approved,454
16h 27,failed,6
16h 27,denied,144
16h 27,backend_reversed,1
16h 27,reversed,4
16h 28,failed,4
16h 28,reversed,3
16h 28,approved,445
16h 28,denied,101
16h 28,backend_reversed,1
16h 29,approved,420
16h 29,denied,109
16h 29,failed,6
16h 29,refunded,1
16h 29,reversed,5
16h 30,failed,9
16h 30,approved,408
16h 30,refunded,2
16h 30,denied,113
16h 31,failed,10
16h 31,reversed,4
16h 31,denied,93
16h 31,refunded,1
16h 31,approved,435
16h 32,denied,57
16h 32,approved,478
16h 32,failed,8
16h 32,refunded,2
16h 32,reversed,3
16h 33,denied,38
16h 33,reversed,5
16h 33,refunded,1
16h 33,failed,6
16h 33,approved,446
16h 34,denied,51
16h 34,failed,7
16h 34,approved,446
16h 35,failed,11
16h 35,denied,38
16h 35,approved,473
16h 35,reversed,2
16h 36,reversed,3
16h 36,failed,9
16h 36,approved,456
16h 36,denied,37
16h 37,failed,11
16h 37,denied,40
16h 37,backend_reversed,1
16h 37,approved,477
16h 38,reversed,2
16h 38,denied,37
16h 38,approved,453
16h 38,failed,11
16h 38,refunded,1
16h 39,denied,36
16h 39,failed,11
16h 39,approved,453
16h 39,refunded,1
16h 40,approved,449
16h 40,failed,7
16h 40,reversed,4
16h 40,denied,47
16h 41,failed,13
16h 41,refunded,1
16h 41,denied,39
16h 41,approved,466
16h 41,reversed,3
16h 42,failed,5
16h 42,refunded,1
16h 42,backend_reversed,1
16h 42,approved,464
16h 42,reversed,2
16h 42,denied,35
16h 43,backend_reversed,1
16h 43,denied,36
16h 43,approved,428
16h 43,failed,15
16h 43,refunded,1
16h 43,reversed,2
16h 44,approved,425
16h 44,failed,10
16h 44,refunded,1
16h 44,reversed,2
16h 44,denied,73
16h 45,reversed,2
16h 45,denied,100
16h 45,failed,13
16h 45,approved,460
16h 46,failed,13
16h 46,refunded,1
16h 46,denied,147
16h 46,approved,407
16h 46,reversed,3
16h 47,approved,466
16h 47,failed,15
16h 47,denied,88
16h 47,reversed,3
16h 48,denied,92
16h 48,failed,12
16h 48,approved,426
16h 48,refunded,3
16h 48,reversed,1
16h 49,denied,109
16h 49,approved,423
16h 49,failed,5
16h 49,reversed,3
16h 50,denied,84
16h 50,approved,446
16h 50,reversed,6
16h 50,failed,11
16h 51,failed,6
16h 51,refunded,1
16h 51,approved,414
16h 51,denied,128
16h 51,reversed,3
16h 52,denied,105
16h 52,failed,11
16h 52,approved,459
16h 52,reversed,2
16h 52,backend_reversed,1
16h 53,denied,75
16h 53,failed,13
16h 53,approved,504
16h 53,backend_reversed,1
16h 53,reversed,3
16h 53,refunded,1
16h 54,approved,479
16h 54,denied,46
16h 54,failed,11
16h 54,refunded,1
16h 54,reversed,1
16h 55,denied,40
16h 55,approved,497
16h 55,refunded,1
16h 55,failed,11
16h 56,reversed,4
16h 56,approved,459
16h 56,failed,15
16h 56,denied,44
16h 56,refunded,1
16h 57,denied,45
16h 57,approved,467
16h 57,reversed,3
16h 57,failed,7
16h 58,reversed,3
16h 58,denied,50
16h 58,approved,470
16h 58,refunded,1
16h 58,failed,9
16h 59,reversed,1
16h 59,approved,489
16h 59,denied,39
16h 59,failed,12
17h 00,approved,471
17h 00,refunded,2
17h 00,denied,42
17h 00,failed,6
17h 01,reversed,5
17h 01,denied,49
17h 01,failed,7
17h 01,approved,464
17h 02,denied,36
17h 02,approved,459
17h 02,failed,11
17h 02,reversed,4
17h 03,denied,49
17h 03,backend_reversed,1
17h 03,reversed,4
17h 03,failed,10
17h 03,approved,493
17h 03,refunded,1
17h 04,approved,484
17h 04,reversed,1
17h 04,failed,7
17h 04,denied,45
17h 05,denied,59
17h 05,approved,535
17h 05,failed,6
17h 05,reversed,4
17h 06,refunded,1
17h 06,approved,517
17h 06,denied,26
17h 06,reversed,1
17h 06,failed,7
17h 07,denied,43
17h 07,reversed,3
17h 07,approved,498
17h 07,refunded,2
17h 07,failed,6
17h 08,failed,16
17h 08,denied,36
17h 08,approved,473
17h 08,refunded,1
17h 08,reversed,1
17h 09,denied,45
17h 09,approved,480
17h 09,reversed,5
17h 09,failed,9
17h 10,failed,8
17h 10,reversed,2
17h 10,refunded,1
17h 10,approved,484
17h 10,denied,48
17h 11,failed,7
17h 11,denied,55
17h 11,approved,473
17h 11,reversed,4
17h 12,denied,51
